0.000000E0 8.327412E-2 3.907643E-1
3.330460E-2 3.168666E-1 5.659911E-1
6.660920E-2 6.425422E-1 8.804924E-1
9.991379E-2 1.017644E0 1.091671E0
1.332184E-1 1.380166E0 1.315877E0
1.665230E-1 1.846010E0 1.589510E0
1.998276E-1 2.208085E0 1.788109E0
2.331322E-1 2.583857E0 2.037698E0
2.664368E-1 3.036227E0 2.273144E0
2.997414E-1 3.475794E0 2.508812E0
3.330460E-1 3.966128E0 2.717980E0
3.663506E-1 4.366613E0 2.915909E0
3.996552E-1 4.677027E0 3.089794E0
4.329598E-1 5.090539E0 3.300303E0
4.662644E-1 5.438470E0 3.422304E0
4.995690E-1 6.005178E0 3.604524E0
5.328736E-1 6.367029E0 3.790319E0
5.661782E-1 6.856022E0 3.922666E0
5.994828E-1 7.202611E0 3.967846E0
6.327874E-1 7.575255E0 4.038186E0
6.660920E-1 8.000677E0 4.197257E0
6.993966E-1 8.295382E0 4.204920E0
7.327011E-1 8.719239E0 4.274366E0
7.660057E-1 9.181731E0 4.355946E0
7.993103E-1 9.528321E0 4.401126E0
8.326149E-1 9.900741E0 4.458662E0
8.659195E-1 1.025924E1 4.452405E0
8.992241E-1 1.059236E1 4.459397E0
9.325287E-1 1.097646E1 4.452693E0
9.658333E-1 1.138729E1 4.509559E0
9.991379E-1 1.174579E1 4.503301E0
1.032443E0 1.218044E1 4.457292E0
1.065747E0 1.260229E1 4.411507E0
1.099052E0 1.288352E1 4.380983E0
1.132356E0 1.325415E1 4.336091E0
1.165661E0 1.355965E1 4.228299E0
1.198966E0 1.382740E1 4.159588E0
1.232270E0 1.419670E1 4.037875E0
1.265575E0 1.456666E1 3.954573E0
1.298879E0 1.489798E1 3.859137E0
1.332184E0 1.525581E1 3.814469E0
1.365489E0 1.562421E1 3.641542E0
1.398793E0 1.589219E1 3.585635E0
1.432098E0 1.632394E1 3.373180E0
1.465402E0 1.664045E1 3.162736E0
1.498707E0 1.698391E1 3.028666E0
1.532011E0 1.726246E1 2.844500E0
1.565316E0 1.769443E1 2.644848E0
1.598621E0 1.803588E1 2.395547E0
1.631925E0 1.830251E1 2.262818E0
1.665230E0 1.863183E1 2.052151E0
1.698534E0 1.893487E1 1.803520E0
1.731839E0 1.931473E1 1.553548E0
1.765144E0 1.968134E1 1.278193E0
1.798448E0 1.995899E1 1.042813E0
1.831753E0 2.033751E1 7.160196E-1
1.865057E0 2.062819E1 4.932192E-1
1.898362E0 2.094314E1 1.931507E-1
1.931667E0 2.114465E1 -2.478187E-3
