0.000000E0 1.365830E-1 4.590236E-1
3.333333E-2 3.482810E-1 8.176592E-1
6.666667E-2 6.654762E-1 1.042164E0
1.000000E-1 9.987025E-1 1.265829E0
1.333333E-1 1.435677E0 1.628733E0
1.666667E-1 1.907235E0 2.038051E0
2.000000E-1 2.305427E0 2.274387E0
2.333333E-1 2.676596E0 2.608590E0
2.666667E-1 3.057076E0 2.813703E0
3.000000E-1 3.489010E0 3.080420E0
3.333333E-1 3.872851E0 3.349658E0
3.666667E-1 4.271882E0 3.602024E0
4.000000E-1 4.606789E0 3.857752E0
4.333333E-1 5.034522E0 4.044313E0
4.666667E-1 5.345836E0 4.156600E0
5.000000E-1 5.727156E0 4.377744E0
5.333333E-1 6.105955E0 4.550795E0
5.666667E-1 6.483915E0 4.707814E0
6.000000E-1 6.830652E0 4.882545E0
6.333333E-1 7.254184E0 4.988950E0
6.666667E-1 7.582369E0 5.116428E0
7.000000E-1 7.976360E0 5.272607E0
7.333333E-1 8.318056E0 5.351151E0
7.666667E-1 8.695175E0 5.492140E0
8.000000E-1 9.082444E0 5.520069E0
8.333333E-1 9.390398E0 5.568231E0
8.666667E-1 9.750645E0 5.694028E0
9.000000E-1 1.007379E1 5.725319E0
9.333333E-1 1.041213E1 5.739738E0
9.666667E-1 1.071672E1 5.723775E0
1.000000E0 1.107445E1 5.801478E0
1.033333E0 1.137820E1 5.769484E0
1.066667E0 1.171569E1 5.767872E0
1.100000E0 1.203800E1 5.783131E0
1.133333E0 1.242191E1 5.746936E0
1.166667E0 1.272566E1 5.714942E0
1.200000E0 1.301338E1 5.683788E0
1.233333E0 1.328339E1 5.621412E0
1.266667E0 1.368081E1 5.536283E0
1.300000E0 1.398204E1 5.456195E0
1.333333E0 1.433137E1 5.373587E0
1.366667E0 1.461573E1 5.278308E0
1.400000E0 1.497856E1 5.146766E0
1.433333E0 1.526208E1 5.035456E0
1.466667E0 1.559286E1 4.905594E0
1.500000E0 1.594134E1 4.806955E0
1.533333E0 1.628395E1 4.596097E0
1.566667E0 1.653541E1 4.486467E0
1.600000E0 1.686114E1 4.260418E0
1.633333E0 1.722230E1 4.096814E0
1.666667E0 1.756658E1 3.918018E0
1.700000E0 1.781552E1 3.760295E0
1.733333E0 1.804338E1 3.507224E0
1.766667E0 1.841805E1 3.294686E0
1.800000E0 1.871340E1 3.102380E0
1.833333E0 1.897249E1 2.831598E0
1.866667E0 1.929654E1 2.573487E0
1.900000E0 1.962228E1 2.347438E0
1.933333E0 1.986617E1 2.093527E0
1.966667E0 2.018686E1 1.771291E0
2.000000E0 2.053626E1 1.383250E0
2.033333E0 2.078268E1 1.177433E0
2.066667E0 2.101306E1 9.724565E-1
2.100000E0 2.132955E1 5.700644E-1
2.133333E0 2.158864E1 2.992826E-1
2.166667E0 2.186544E1 5.972294E-2
