0.000000E0	2.694561E-2	8.843133E-3
3.330460E-2	2.115330E-1	4.013330E-1
6.660920E-2	5.762897E-1	7.535744E-1
9.991379E-2	1.043251E0	1.091224E0
1.332184E-1	1.458105E0	1.378554E0
1.665230E-1	1.953110E0	1.649927E0
1.998276E-1	2.331140E0	1.894893E0
2.331322E-1	2.753286E0	2.196590E0
2.664368E-1	3.188547E0	2.426183E0
2.997414E-1	3.644488E0	2.605101E0
3.330460E-1	4.027821E0	2.742161E0
3.663506E-1	4.362990E0	3.002251E0
3.996552E-1	4.812121E0	3.202851E0
4.329598E-1	5.230002E0	3.260245E0
4.662644E-1	5.599718E0	3.440669E0
4.995690E-1	6.090581E0	3.561477E0
5.328736E-1	6.467231E0	3.727404E0
5.661782E-1	6.959224E0	3.912881E0
5.994828E-1	7.342307E0	4.035571E0
6.327874E-1	7.774433E0	4.085529E0
6.660920E-1	8.077474E0	4.152115E0
6.993966E-1	8.495856E0	4.238250E0
7.327011E-1	8.898614E0	4.252783E0
7.660057E-1	9.266699E0	4.339796E0
7.993103E-1	9.684706E0	4.404376E0
8.326149E-1	1.010209E1	4.433028E0
8.659195E-1	1.038555E1	4.515194E0
8.992241E-1	1.072753E1	4.497815E0
9.325287E-1	1.116637E1	4.473040E0
9.658333E-1	1.155438E1	4.477677E0
9.991379E-1	1.187955E1	4.477706E0
1.032443E0	1.222634E1	4.408900E0
1.065747E0	1.267738E1	4.429551E0
1.099052E0	1.305309E1	4.383059E0
1.132356E0	1.338228E1	4.286037E0
1.165661E0	1.379210E1	4.233245E0
1.198966E0	1.412788E1	4.187450E0
1.232270E0	1.439984E1	4.080016E0
1.265575E0	1.460926E1	3.985084E0
1.298879E0	1.502930E1	3.863656E0
1.332184E0	1.536959E1	3.749325E0
1.365489E0	1.572049E1	3.589170E0
1.398793E0	1.607779E1	3.468838E0
1.432098E0	1.640618E1	3.326190E0
1.465402E0	1.681352E1	3.130822E0
1.498707E0	1.705106E1	3.012579E0
1.532011E0	1.737374E1	2.870031E0
1.565316E0	1.768993E1	2.681959E0
1.598621E0	1.803443E1	2.481982E0
1.631925E0	1.836643E1	2.219471E0
1.665230E0	1.877217E1	1.932853E0
1.698534E0	1.913909E1	1.709666E0
1.731839E0	1.935842E1	1.528989E0
1.765144E0	1.967371E1	1.289588E0
1.798448E0	2.003884E1	9.637458E-1
1.831753E0	2.039355E1	6.951333E-1
1.865057E0	2.074847E1	4.379269E-1
1.898362E0	2.107407E1	1.355937E-1
1.931667E0	2.129360E1	-3.367763E-2
