0.000000E0	3.246856E-2	2.833489E-4
3.331357E-2	2.238798E-1	3.916062E-1
6.662714E-2	4.155743E-1	7.504605E-1
9.994071E-2	7.206254E-1	1.142775E0
1.332543E-1	1.073954E0	1.584217E0
1.665679E-1	1.346679E0	1.960014E0
1.998814E-1	1.647965E0	2.360681E0
2.331950E-1	2.000012E0	2.746507E0
2.665086E-1	2.216008E0	3.058239E0
2.998221E-1	2.468771E0	3.333840E0
3.331357E-1	2.620741E0	3.672354E0
3.664493E-1	2.864551E0	3.929650E0
3.997628E-1	3.062799E0	4.186549E0
4.330764E-1	3.469600E0	4.563739E0
4.663900E-1	3.740668E0	4.830386E0
4.997036E-1	4.011656E0	5.106146E0
5.330171E-1	4.291996E0	5.354648E0
5.663307E-1	4.572176E0	5.621375E0
5.996443E-1	4.816146E0	5.860447E0
6.329578E-1	5.015189E0	6.026221E0
6.662714E-1	5.322707E0	6.293186E0
6.995850E-1	5.594490E0	6.477821E0
7.328986E-1	5.793613E0	6.634483E0
7.662121E-1	6.111277E0	6.783066E0
7.995257E-1	6.328306E0	6.976336E0
8.328393E-1	6.581945E0	7.151700E0
8.661528E-1	6.799213E0	7.317633E0
8.994664E-1	7.053328E0	7.438322E0
9.327800E-1	7.249031E0	7.592000E0
9.660935E-1	7.499513E0	7.684392E0
9.994071E-1	7.711057E0	7.808661E0
1.032721E0	7.903723E0	7.881218E0
1.066034E0	8.147931E0	7.954226E0
1.099348E0	8.392252E0	8.014348E0
1.132661E0	8.655957E0	8.068195E0
1.165975E0	8.887786E0	8.083105E0
1.199289E0	9.086838E0	8.162162E0
1.232602E0	9.299058E0	8.209117E0
1.265916E0	9.453460E0	8.236237E0
1.299229E0	9.698343E0	8.231931E0
1.332543E0	9.924066E0	8.208128E0
1.365856E0	1.016239E1	8.216651E0
1.399170E0	1.047804E1	8.225849E0
1.432484E0	1.051042E1	8.206802E0
1.465797E0	1.076841E1	8.176837E0
1.499111E0	1.095565E1	8.133367E0
1.532424E0	1.124003E1	8.032756E0
1.565738E0	1.146581E1	8.002510E0
1.599051E0	1.166632E1	7.914054E0
1.632365E0	1.184768E1	7.806101E0
1.665679E0	1.202259E1	7.698091E0
1.698992E0	1.224927E1	7.564760E0
1.732306E0	1.246188E1	7.566615E0
1.765619E0	1.259825E1	7.445383E0
1.798933E0	1.284499E1	7.228464E0
1.832246E0	1.302634E1	7.120510E0
1.865560E0	1.322053E1	7.019112E0
1.898874E0	1.346088E1	6.795694E0
1.932187E0	1.366190E1	6.649253E0
1.965501E0	1.379860E1	6.489363E0
1.998814E0	1.405766E1	6.336985E0
2.032128E0	1.415599E1	6.144544E0
2.065441E0	1.442206E1	5.927794E0
2.098755E0	1.458504E1	5.710144E0
2.132069E0	1.485156E1	5.441851E0
2.165382E0	1.496933E1	5.236693E0
2.198696E0	1.518990E1	5.064649E0
2.232009E0	1.537283E1	4.776297E0
2.265323E0	1.554321E1	4.449176E0
2.298636E0	1.571258E1	4.238025E0
2.331950E0	1.589489E1	4.020544E0
2.365264E0	1.609760E1	3.680818E0
2.398577E0	1.621593E1	3.411232E0
2.431891E0	1.641169E1	3.129435E0
2.465204E0	1.658783E1	2.879684E0
2.498518E0	1.679732E1	2.501357E0
2.531831E0	1.692910E1	2.167456E0
2.565145E0	1.706693E1	1.878710E0
2.598458E0	1.727043E1	1.448785E0
2.631772E0	1.745369E1	1.121776E0
2.665086E0	1.759169E1	8.137020E-1
2.698399E0	1.771030E1	5.119021E-1
2.731713E0	1.787458E1	1.460677E-1
2.765026E0	1.794007E1	2.421658E-2
