0.000000E0 1.125436E-1 3.581801E-1
3.463636E-2 7.256492E-1 7.755908E-1
6.927273E-2 1.093118E0 1.003427E0
1.039091E-1 1.615283E0 1.301261E0
1.385455E-1 2.072847E0 1.600223E0
1.731818E-1 2.439470E0 1.779608E0
2.078182E-1 2.896470E0 2.046270E0
2.424545E-1 3.343844E0 2.224245E0
2.770909E-1 3.775209E0 2.410578E0
3.117273E-1 4.181926E0 2.573108E0
3.463636E-1 4.621648E0 2.775450E0
3.810000E-1 5.044374E0 2.929624E0
4.156364E-1 5.458461E0 3.051637E0
4.502727E-1 5.873817E0 3.246327E0
4.849091E-1 6.271190E0 3.336322E0
5.195455E-1 6.685277E0 3.458336E0
5.541818E-1 7.107016E0 3.555983E0
5.888182E-1 7.552417E0 3.620907E0
6.234545E-1 7.917490E0 3.711466E0
6.580909E-1 8.265425E0 3.745780E0
6.927273E-1 8.718338E0 3.778263E0
7.273636E-1 9.139513E0 3.843609E0
7.620000E-1 9.543693E0 3.860787E0
7.966364E-1 9.899563E0 3.886886E0
8.312727E-1 1.033562E1 3.879275E0
8.659091E-1 1.064205E1 3.849693E0
9.005455E-1 1.097257E1 3.811613E0
9.351818E-1 1.136853E1 3.820857E0
9.698182E-1 1.196581E1 3.794276E0
1.004455E0 1.252938E1 3.687508E0
1.039091E0 1.290792E1 3.624357E0
1.073727E0 1.325459E1 3.585996E0
1.108364E0 1.361586E1 3.458526E0
1.143000E0 1.396182E1 3.379789E0
1.177636E0 1.442055E1 3.282928E0
1.212273E0 1.470942E1 3.172877E0
1.246909E0 1.509492E1 3.044984E0
1.281545E0 1.544881E1 2.958031E0
1.316182E0 1.577679E1 2.774599E0
1.350818E0 1.618524E1 2.573607E0
1.385455E0 1.651393E1 2.430551E0
1.420091E0 1.705754E1 2.106036E0
1.454727E0 1.752124E1 1.831381E0
1.489364E0 1.790490E1 1.598512E0
1.524000E0 1.828021E1 1.349633E0
1.558636E0 1.860791E1 1.150051E0
1.593273E0 1.891931E1 9.426750E-1
1.627909E0 1.928626E1 6.777869E-1
1.662545E0 1.963691E1 4.051056E-1
1.697182E0 1.993189E1 1.818617E-1
1.731818E0 2.013052E1 -7.390250E-3
